14 34 32 8 149 5 7 1 0 0 1 0 -4 0 0 -4 -4 -4 -4 0 -4 -4 1 1989 -4 -4 -4 -4 0 -4 -4 -4 -4 1989 0 -4 -4 -4 0 -4 -4 1 0 -4 0 -4 -4 -4 1 1 1 -4 0 -4 -4 -4 -4 -4 4 -4 0 -4 -4 -4
15 32 35 3 180 5 6 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 1 1 2002 -4 -4 -4 -4 7 30000 0 -4 -4 -4
16 42 25 3 266 5 4 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
17 44 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
18 43 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
19 34 32 12 112 5 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 0 -4 -4 1 62 1 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 4 -4 1 62 1 -4
20 38 29 5 79 5 1 0 -4 -4 0 -4 -4 1 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 1 0 0 -4 -4 -4
21 40 26 11 135 5 2 1 0 1 1 1 1980 0 0 -4 -4 -4 -4 0 -4 -4 -4 1996 -4 -4 -4 -4 1 0 -4 1 1 1980 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
22 30 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
23 37 29 10 120 4 11 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 1 1 0 -4 -4 -4 -4 -4 -4 3 -4 0 -4 -4 -4
24 38 28 4 100 5 3 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 8 403700 0 -4 -4 -4
25 36 30 11 180 5 4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
26 36 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
27 43 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
28 30 36 4 120 5 4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 0 -4 -4 -4 -4 -4 -4 6 -4 0 -4 -4 -4
29 32 34 5 179 5 1 0 -4 -4 1 0 -4 0 0 -4 -4 -4 1 1 1 -4 1 -2 -4 -4 -4 -4 -4 1 1 -4 -4 1991 0 -4 -4 -4 1 1 1 1 -2 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
30 38 28 10 160 5 4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 5000 0 -4 -4 -4
31 30 99 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
32 34 33 2 125 5 8 0 -4 -4 0 -4 -4 0 1 50 1 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 1 50 1 -4 -4 1 1 0 -4 -4 -4 -4 1 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 5 -4 1 50 1 -4
33 39 27 9 125 5 4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 1 46 0 46 0 -4 -4 0 -4 -4 1 50 0 50 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 50 0 50
34 42 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
35 41 25 10 130 5 3 0 -4 -4 0 -4 -4 0 1 50 0 55 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 1 33 0 42 0 -4 -4 0 -4 -4 -4 -4 0 25 0 -4 -4 0 -4 -4 -4 -4 -4 -4 4 -4 1 33 0 25
36 42 24 10 148 5 4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
37 32 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
38 36 30 4 -1 5 6 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 1 1 1 -4 0 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 1 0 -4 -4 -4 -4 -4 6 -4 0 -4 -4 -4
39 34 32 10 140 5 5 0 -4 -4 0 -4 -4 1 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 1 89500 0 -4 -4 -4
40 32 34 4 205 5 9 0 -4 -4 0 -4 -4 0 1 58 1 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 1 50 1 -4 0 -4 -4 0 -4 -4 -4 -4 1 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 2 -4 1 50 1 -4
41 32 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
42 41 25 12 158 5 4 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4 1 1998 1 49 0 64 4 -4 1 49 0 64
43 42 24 7 180 5 -4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 1 1 1 1 0 -4 -4 -4 -4 -4 -4 1 1 -4 0 -4 0 -4 -4 -4 1 1 1 1 0 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
44 34 32 12 190 5 4 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 13 -4 0 -4 -4 -4
45 41 25 11 -1 5 5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 1 0 -4 0 -4 -4 -4 0 -4 -4 -4 1 1996 -4 -4 -4 -4 1 0 -4 -4 1 1931 0 -4 -4 -4 -4 0 -4 -4 -4 1997 -4 -4 -4 -4 3 -4 0 -4 -4 -4
46 30 37 3 -1 5 3 0 -4 -4 0 -4 -4 0 1 33 0 35 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 1 33 0 35 0 -4 -4 0 -4 -4 -4 -4 -4 -4 3 -99999 1 33 0 35
47 34 32 12 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 1 50 0 51 5 -4 1 50 0 51
48 33 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
49 36 30 12 -1 5 6 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4
50 39 28 1 -1 5 6 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4
51 40 17 12 144 5 1 1 1 0 0 -4 -4 0 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 2 -4 0 -4 -4 -4
52 44 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
53 36 30 11 135 5 0 1 1 1 0 -4 -4 0 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 0 -4 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
54 37 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
55 39 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
56 36 30 7 175 5 3 1 1 1 0 -4 -4 0 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
57 40 27 8 120 5 -4 0 -4 -4 0 -4 -4 0 1 32 0 52 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 1 71 1 -4 0 -4 -4 1 0 -4 -4 -4 1 -4 1 1 1 -4 0 -4 -4 -4 -4 -4 5 272500 1 71 1 -4
58 34 32 10 115 5 3 0 -4 -4 0 -4 -4 0 1 50 1 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 50 1 -4
59 34 32 11 170 5 7 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 3 -4 0 -4 -4 -4
60 32 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
61 36 30 4 105 5 2 1 1 1 1 0 -4 0 0 -4 -4 -4 -4 1 1 -4 0 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 -4 -4 -4 -4 7 -4 0 -4 -4 -4
62 33 33 12 200 5 1 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 1 1 0 0 -4 -4 -4 -4 -4 -4 -4 1 1 0 -4 -4 0 -4 -4 -4 1 1 1 0 -4 -4 0 -4 -4 -4 -4 0 -4 0 -4 -4 -4 -4 -4 -4 1 13000 0 -4 -4 -4
63 38 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
64 31 35 12 -1 5 3 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
65 37 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
66 31 36 2 162 5 6 1 1 1 0 -4 -4 1 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 1 0 -4 1 0 -4 0 -4 -4 -4 -4 1 1 -4 0 -4 0 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
67 43 24 3 145 5 6 1 1 1 0 -4 -4 0 1 40 0 60 -4 0 -4 0 -4 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 1 40 0 55 -4 1 1 0 -4 -4 1 42 0 57 1 1 1 0 -4 -4 -4 -4 -4 -4 0 -4 1 42 0 57
68 34 31 8 125 5 1 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 1 1 0 0 -4 -4 0 -4 -4 -4 -4 0 -4 0 -4 -4 0 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 3 -4 0 -4 -4 -4
69 41 21 3 128 4 8 1 1 1 1 0 -4 1 1 45 0 46 -4 1 0 -4 0 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 45 0 46
70 32 34 7 -1 -4 -4 0 -4 -4 0 -4 -4 0 0 -4 -4 -4 0 -4 -4 1 0 -4 -4 -4 -4 -4 1 1 1 -4 0 -4 0 -4 -4 -4 -4 1 1 0 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 -4 -4 -4
71 36 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
72 30 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
73 43 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
74 41 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
75 38 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
76 31 35 9 -1 5 5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 1 1 1 1 0 -4 1 50 1 -4 -4 1 1 -4 0 -4 -4 -4 -4 -4 1 1 1 0 -4 -4 -1 -4 -4 -4 3 -4 -1 -4 -4 -4
77 43 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
78 31 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
79 33 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4
